Gene1,Gene2,Score
CBFB,CSF2RB,108.0
CBFB,GRINA,104.0
CBX7,DOCK10,1006.0
CBX7,OBSCN,917.0
CBX7,MECOM,1074.0
CBX7,RUNX1T1,956.0
CBX7,SOX18,874.0
CBX7,HDGFL3,875.0
CBX7,SHISA8,951.0
CBX7,HSPA1A,835.0
CBX7,CDKN1C,713.0
CBX7,CREB5,770.0
CBX7,PRKCH,942.0
CBX7,MAML3,796.0
CBX7,PLXNC1,802.0
CBX7,CSGALNACT1,1189.0
CBX7,SATB1,842.0
CBX7,EYA2,995.0
CBX7,FLT3,927.0
CBX7,SLCO3A1,1032.0
CBX7,NAV1,884.0
CBX7,EFCC1,749.0
CBX7,NFIA,676.0
CBX7,TENT5A,774.0
CBX7,KCTD12,855.0
CBX7,ZFP467,821.0
CBX7,LYN,902.0
CBX7,VAV3,840.0
CBX7,PFKFB3,797.0
CBX7,BCL2,954.0
CBX7,H2-Q6,856.0
CBX7,TM6SF1,908.0
CBX7,PARP8,777.0
CBX7,ZBTB16,621.0
CBX7,TMEM229B,812.0
CBX7,COL4A2,627.0
CBX7,COL4A1,627.0
CBX7,ADORA2A,854.0
CBX7,EPB41L4B,829.0
CBX7,IGFBP4,731.0
CBX7,ATP10A,813.0
CBX7,CAMK2D,702.0
CBX7,IKZF1,679.0
CBX7,TRIM47,661.0
CBX7,RGCC,819.0
CBX7,TNFRSF21,789.0
CBX7,SGPP1,714.0
CBX7,NUAK2,874.0
CBX7,ZMIZ1,553.0
CBX7,TRPC6,760.0
CBX7,MYB,619.0
CBX7,ZEB2,554.0
CBX7,DHRS3,697.0
CBX7,RCSD1,681.0
CBX7,RORA,683.0
CBX7,EPAS1,778.0
CBX7,TSC22D3,589.0
CBX7,EBF1,488.0
CBX7,PIP4K2A,578.0
CBX7,MLLT3,669.0
CBX7,HLF,695.0
CBX7,RIN3,674.0
CBX7,SPNS2,674.0
CBX7,VIPR2,700.0
CBX7,JUN,633.0
CBX7,SLC22A3,641.0
CBX7,GRIA3,583.0
CBX7,REL,624.0
CBX7,OBSL1,593.0
CBX7,FAM102B,563.0
CBX7,NFATC2,637.0
CBX7,HDAC7,552.0
CBX7,RAB31,593.0
CBX7,GOLIM4,610.0
CBX7,SLC18A2,596.0
CBX7,ST8SIA4,503.0
CBX7,SIRPA,513.0
CBX7,SUSD3,548.0
CBX7,CYP4V3,722.0
CBX7,CDK6,594.0
CBX7,NDN,599.0
CBX7,PEAR1,537.0
CBX7,GALNT6,634.0
CBX7,ZHX1,534.0
CBX7,SMARCA2,395.0
CBX7,NDRG1,787.0
CBX7,PTPRE,548.0
CBX7,TEC,485.0
CBX7,NR3C2,771.0
CBX7,IRF8,639.0
CBX7,ANKRD44,592.0
CBX7,TGFBR1,413.0
CBX7,SALL2,461.0
CBX7,RARB,593.0
CBX7,GATM,466.0
CBX7,TIMP2,419.0
CBX7,VDR,427.0
CBX7,PLSCR4,558.0
CBX7,PRDM16,269.0
CBX7,TSPAN2,496.0
CBX7,GNG12,246.0
CBX7,ADSSL1,409.0
CBX7,PRKCQ,429.0
CBX7,SLCO4A1,665.0
CBX7,MFSD1,370.0
CBX7,RGS2,320.0
CBX7,CERK,410.0
CBX7,PKIB,371.0
CBX7,MCOLN2,386.0
CBX7,GEM,341.0
CBX7,LPCAT2,474.0
CBX7,ACSS1,468.0
CBX7,CD44,387.0
CBX7,RAB38,480.0
CBX7,TNFAIP2,314.0
CBX7,CDKN1A,471.0
CBX7,TXNIP,262.0
CBX7,ANGPT1,294.0
CBX7,CD82,240.0
CBX7,GUCY1A1,348.0
CBX7,MEIS1,202.0
CBX7,OTULINL,325.0
CBX7,CDCA7,294.0
CBX7,PLPPR3,279.0
CBX7,D1ERTD622E,246.0
CBX7,ANXA5,297.0
CBX7,MAPK12,268.0
CBX7,ARID5A,343.0
CBX7,SH2D5,304.0
CBX7,HASPIN,215.0
CBX7,PRKCD,245.0
CBX7,ANXA2,371.0
CBX7,CD34,271.0
CBX7,FSTL1,447.0
CBX7,B3GNT5,581.0
CBX7,CERS6,465.0
CBX7,F2R,385.0
CBX7,ZFP422,295.0
CBX7,SDC4,363.0
CBX7,AFAP1L1,317.0
CBX7,UPP1,335.0
CBX7,PBX1,367.0
CBX7,TNFRSF13C,225.0
CBX7,HDAC2,176.0
CBX7,MYC,165.0
CBX7,SGMS1,192.0
CBX7,PTGS1,184.0
CBX7,PLXDC2,261.0
CBX7,SMPDL3A,216.0
CBX7,CLTC,177.0
CBX7,TLE2,323.0
CBX7,TMEM37,222.0
CBX7,MBNL3,321.0
CBX7,GATA2,103.0
CBX7,THSD1,333.0
CBX7,RASSF4,197.0
CBX7,TES,460.0
CBX7,FGL2,257.0
CBX7,KRT18,191.0
CBX7,HJURP,256.0
CBX7,PANX1,316.0
CBX7,GGTA1,253.0
CBX7,IL17RA,112.0
CBX7,MLKL,377.0
CBX7,FLNB,217.0
CBX7,SLC43A3,219.0
CBX7,GRK3,127.0
CBX7,SORL1,182.0
CBX7,E2F8,247.0
CBX7,ADA,258.0
CBX7,NRROS,226.0
CBX7,HSPA4,173.0
CBX7,FEM1A,328.0
CBX7,UNC93B1,124.0
CBX7,NCEH1,180.0
CBX7,CD63,131.0
CBX7,ABCE1,152.0
CBX7,TMEM246,188.0
CBX7,DENND2D,144.0
CBX7,EMID1,144.0
CBX7,VSIR,145.0
CBX7,FAM171A1,195.0
CBX7,RETREG1,135.0
CBX7,LDHB,251.0
CBX7,HMGB3,153.0
CBX7,PLAG1,245.0
CBX7,ERLIN1,156.0
CBX7,TRPS1,239.0
CBX7,JAM3,151.0
CBX7,EIF2B1,232.0
CBX7,NCAPG2,139.0
CBX7,GLIPR2,150.0
CBX7,9430015G10RIK,116.0
CBX7,PRPS2,143.0
CBX7,TBC1D5,206.0
CBX7,PPM1F,203.0
CBX7,RRM1,201.0
CBX7,LRRC59,201.0
CBX7,APBB1,105.0
CBX7,SYK,194.0
CBX7,SPPL2B,194.0
CBX7,GMFB,107.0
CBX7,GBP7,193.0
CBX7,PPP1CB,192.0
CBX7,WDHD1,191.0
CBX7,STXBP4,191.0
CBX7,SARAF,190.0
CBX7,DOCK11,190.0
CBX7,MGAT5,183.0
CBX7,MDN1,181.0
CBX7,SLC20A1,179.0
CBX7,XRCC6,177.0
CBX7,IFRD2,174.0
CBX7,IRF6,173.0
CBX7,CHRNB1,170.0
CBX7,CDK18,169.0
CBX7,PRC1,166.0
CBX7,LRRC8B,164.0
CBX7,GPD1L,164.0
CBX7,RORC,163.0
CBX7,NEDD1,162.0
CBX7,TUBA4A,161.0
CBX7,EGR1,161.0
CBX7,RNF122,160.0
CBX7,NUF2,159.0
CBX7,DDX60,157.0
CBX7,CLN5,157.0
CBX7,ZFP53,155.0
CBX7,NFAT5,154.0
CBX7,UBA2,152.0
CBX7,RASA4,150.0
CBX7,ALAS1,150.0
CBX7,GMCL1,149.0
CBX7,PFKP,148.0
CBX7,SLC19A1,146.0
CBX7,PTDSS1,145.0
CBX7,SERP1,144.0
CBX7,AKAP8L,144.0
CBX7,SDF2L1,143.0
CBX7,PRELID3B,143.0
CBX7,B230219D22RIK,143.0
CBX7,YPEL3,142.0
CBX7,STOM,141.0
CBX7,GNL3,141.0
CBX7,EPRS,141.0
CBX7,WSB1,140.0
CBX7,H1F0,140.0
CBX7,DUS1L,139.0
CBX7,CTSL,139.0
CBX7,TPM4,137.0
CBX7,CENPK,137.0
CBX7,TOPORS,134.0
CBX7,HID1,134.0
CBX7,SNAP23,132.0
CBX7,DNAJC5,132.0
CBX7,ME2,130.0
CBX7,HERPUD1,130.0
CBX7,NDC80,129.0
CBX7,DLST,129.0
CBX7,RPA1,128.0
CBX7,RNF4,128.0
CBX7,STRAP,125.0
CBX7,ARL8B,125.0
CBX7,NDRG2,124.0
CBX7,ELF1,124.0
CBX7,ATAD2,124.0
CBX7,SLC30A5,123.0
CBX7,RAB37,123.0
CBX7,PTTG1IP,123.0
CBX7,CAD,123.0
CBX7,ARRDC4,123.0
CBX7,PREP,122.0
CBX7,POLD1,122.0
CBX7,IARS,122.0
CBX7,DPP8,122.0
CBX7,TXNDC11,121.0
CBX7,TFRC,121.0
CBX7,PCMTD2,120.0
CBX7,NUSAP1,119.0
CBX7,TMX4,117.0
CBX7,OSBPL8,117.0
CBX7,TMEM97,116.0
CBX7,TIMM50,116.0
CBX7,RPS6KA5,116.0
CBX7,ZFP24,115.0
CBX7,XPC,115.0
CBX7,TIPIN,115.0
CBX7,SZT2,114.0
CBX7,KIF17,114.0
CBX7,JPT1,114.0
CBX7,PNCK,113.0
CBX7,FES,113.0
CBX7,SIGLECG,112.0
CBX7,PROCR,112.0
CBX7,NOLC1,111.0
CBX7,ZFAND5,110.0
CBX7,CENPF,109.0
CBX7,CDCA3,109.0
CBX7,H2AFX,108.0
CBX7,AHCYL1,108.0
CBX7,SEH1L,107.0
CBX7,PRMT5,107.0
CBX7,GARS,107.0
CBX7,ELAC2,107.0
CBX7,DUSP1,106.0
CBX7,FDFT1,103.0
CBX7,DNAJC11,103.0
CBX7,COQ8A,103.0
CBX7,CIPC,103.0
CBX7,PRMT7,102.0
CBX7,MSMO1,102.0
CBX7,MARS,102.0
CBX7,FCHO2,102.0
CBX7,CSE1L,102.0
CBX7,WDR43,101.0
EBF1,PPM1F,2771.0
EBF1,MORC3,2292.0
EBF1,POLD1,1865.0
EBF1,GFI1B,1702.0
EBF1,DHRS3,1484.0
EBF1,SDC4,2115.0
EBF1,IL27RA,2008.0
EBF1,FIGNL1,1545.0
EBF1,CDT1,1182.0
EBF1,EZR,1730.0
EBF1,DHX33,1890.0
EBF1,VSIR,1435.0
EBF1,SHISA5,2136.0
EBF1,F2R,1670.0
EBF1,MAPK1,1886.0
EBF1,CKAP2L,1594.0
EBF1,TRIM16,1552.0
EBF1,ADORA2A,1181.0
EBF1,IL17RA,1680.0
EBF1,IL6ST,1758.0
EBF1,APBB1,1136.0
EBF1,CBX5,998.0
EBF1,NFE2,782.0
EBF1,RHOF,1244.0
EBF1,TFR2,932.0
EBF1,RASSF4,956.0
EBF1,FAM111A,658.0
EBF1,PIK3R2,747.0
EBF1,WDHD1,903.0
EBF1,PPP1CB,818.0
EBF1,PKIB,1181.0
EBF1,ZDHHC13,1540.0
EBF1,CD69,1567.0
EBF1,GLIPR2,718.0
EBF1,NAPSA,629.0
EBF1,ACLY,1681.0
EBF1,PFKFB3,1615.0
EBF1,SLC30A5,593.0
EBF1,TK1,1037.0
EBF1,AURKB,595.0
EBF1,OSBPL1A,1674.0
EBF1,JPT2,643.0
EBF1,FARSB,992.0
EBF1,IFITM1,621.0
EBF1,OASL2,1086.0
EBF1,NAA50,550.0
EBF1,AKAP8L,474.0
EBF1,RAB37,614.0
EBF1,H2-DMA,527.0
EBF1,CSGALNACT1,984.0
EBF1,FOXO1,945.0
EBF1,RUVBL2,500.0
EBF1,GYS1,500.0
EBF1,PSME3,502.0
EBF1,ADK,516.0
EBF1,SELENOP,1380.0
EBF1,NUPR1,1114.0
EBF1,PATL1,654.0
EBF1,CD82,600.0
EBF1,SERPINB6B,845.0
EBF1,DENND1C,583.0
EBF1,MIS12,423.0
EBF1,GEM,719.0
EBF1,MAP4K2,414.0
EBF1,GGTA1,415.0
EBF1,1700017B05RIK,420.0
EBF1,TSPAN2,600.0
EBF1,PRMT5,576.0
EBF1,ZFP36,546.0
EBF1,PPM1G,247.0
EBF1,EIF1AD,382.0
EBF1,HID1,553.0
EBF1,RRM1,435.0
EBF1,GIMAP6,1451.0
EBF1,CSGALNACT2,594.0
EBF1,ACAA2,411.0
EBF1,ADSL,509.0
EBF1,LRRC59,493.0
EBF1,LYN,417.0
EBF1,SLC35B4,576.0
EBF1,BID,1431.0
EBF1,GOLPH3,577.0
EBF1,EAF1,249.0
EBF1,SUSD3,816.0
EBF1,PRKCD,548.0
EBF1,DLST,321.0
EBF1,ARID5A,515.0
EBF1,LONP1,535.0
EBF1,XRCC3,441.0
EBF1,TSPAN3,542.0
EBF1,CREBRF,1062.0
EBF1,CYFIP2,489.0
EBF1,SGO1,332.0
EBF1,INO80D,340.0
EBF1,HSPA1A,366.0
EBF1,FUCA2,310.0
EBF1,SLC25A46,252.0
EBF1,MPZL1,539.0
EBF1,IFI30,252.0
EBF1,MARS,491.0
EBF1,CDC7,323.0
EBF1,FAM171A1,332.0
EBF1,NFKBIA,1097.0
EBF1,NPTN,227.0
EBF1,NFAT5,383.0
EBF1,RCSD1,863.0
EBF1,SLC37A1,351.0
EBF1,MXD3,794.0
EBF1,RETREG1,477.0
EBF1,TIFAB,240.0
EBF1,INTS13,396.0
EBF1,IRF7,403.0
EBF1,VAV3,303.0
EBF1,CLPTM1L,260.0
EBF1,GTF2F1,216.0
EBF1,MGAT5,457.0
EBF1,ARL6IP6,459.0
EBF1,HJURP,264.0
EBF1,RGS19,547.0
EBF1,GRK3,292.0
EBF1,TGTP2,375.0
EBF1,TGTP1,375.0
EBF1,ITIH5,423.0
EBF1,FES,655.0
EBF1,TRMT11,354.0
EBF1,CDC20,374.0
EBF1,EMID1,999.0
EBF1,UHRF1,206.0
EBF1,SYNJ1,510.0
EBF1,BIRC5,251.0
EBF1,SALL2,458.0
EBF1,NDRG1,510.0
EBF1,ATAD1,202.0
EBF1,ACSS1,541.0
EBF1,IL21R,309.0
EBF1,SERPINA3G,457.0
EBF1,GNG11,805.0
EBF1,GPR160,235.0
EBF1,SCARB1,262.0
EBF1,HAT1,760.0
EBF1,CLTC,198.0
EBF1,DHFR,353.0
EBF1,PSEN1,155.0
EBF1,NUP107,201.0
EBF1,APLP2,246.0
EBF1,MFSD1,405.0
EBF1,ABHD17B,272.0
EBF1,CIP2A,409.0
EBF1,GSR,389.0
EBF1,SDF2L1,151.0
EBF1,TRIB3,328.0
EBF1,CCDC50,543.0
EBF1,TIMM50,250.0
EBF1,COL4A2,535.0
EBF1,COL4A1,535.0
EBF1,MIS18BP1,236.0
EBF1,PRKCH,410.0
EBF1,SLBP,170.0
EBF1,NRROS,467.0
EBF1,PANX1,127.0
EBF1,NEDD1,242.0
EBF1,TINAGL1,305.0
EBF1,FDFT1,278.0
EBF1,ABCB8,270.0
EBF1,SLC39A6,250.0
EBF1,NUSAP1,249.0
EBF1,GNL3,249.0
EBF1,C1RL,407.0
EBF1,SPTBN1,392.0
EBF1,NUF2,212.0
EBF1,SMPDL3A,259.0
EBF1,ZEB2,216.0
EBF1,NDUFV1,195.0
EBF1,TOR3A,214.0
EBF1,PIK3R1,204.0
EBF1,HACD3,347.0
EBF1,CNN3,129.0
EBF1,SOCS2,178.0
EBF1,CYP2J9,328.0
EBF1,UTP4,204.0
EBF1,NUP85,203.0
EBF1,ASF1B,184.0
EBF1,RARB,303.0
EBF1,DUSP1,156.0
EBF1,FCHO2,151.0
EBF1,TCP11L2,113.0
EBF1,EMILIN1,283.0
EBF1,CKS2,189.0
EBF1,TAB1,154.0
EBF1,MCM7,138.0
EBF1,PRTN3,274.0
EBF1,TCIRG1,185.0
EBF1,NOL9,147.0
EBF1,PLA2G15,165.0
EBF1,COQ8A,266.0
EBF1,MAN2A2,197.0
EBF1,ATP13A1,264.0
EBF1,PRODH,261.0
EBF1,MAGED2,260.0
EBF1,UMPS,160.0
EBF1,SARAF,257.0
EBF1,MCPT8,254.0
EBF1,VAV1,248.0
EBF1,ARRDC4,129.0
EBF1,SPC24,144.0
EBF1,NFAM1,240.0
EBF1,DDX20,124.0
EBF1,HSPA4,132.0
EBF1,CSF1R,227.0
EBF1,HIF3A,226.0
EBF1,CISH,114.0
EBF1,PLA2G12A,218.0
EBF1,RCOR1,131.0
EBF1,SEH1L,117.0
EBF1,EIF3B,118.0
EBF1,RIN3,204.0
EBF1,GMIP,187.0
EBF1,TRIM35,186.0
EBF1,PTGS1,184.0
EBF1,H2-Q6,183.0
EBF1,NDC1,108.0
EBF1,DEK,178.0
EBF1,PRC1,173.0
EBF1,MECOM,173.0
EBF1,GRIA3,170.0
EBF1,STAG2,168.0
EBF1,RPAP1,168.0
EBF1,CD63,166.0
EBF1,TMEM229B,162.0
EBF1,DNAJC5,162.0
EBF1,RAD51AP1,161.0
EBF1,BC035044,157.0
EBF1,ZFP422,154.0
EBF1,CAD,154.0
EBF1,ZFP467,153.0
EBF1,ZFP53,152.0
EBF1,PSMG2,150.0
EBF1,IKZF1,150.0
EBF1,SPNS2,148.0
EBF1,CDK6,143.0
EBF1,CCL9,142.0
EBF1,HP,141.0
EBF1,SYTL1,139.0
EBF1,TMEM43,138.0
EBF1,NOLC1,138.0
EBF1,PHF11B,137.0
EBF1,SGPP1,135.0
EBF1,CSAD,135.0
EBF1,HAAO,130.0
EBF1,MIEF1,128.0
EBF1,DOCK10,125.0
EBF1,RB1,121.0
EBF1,RORC,118.0
EBF1,E2F8,118.0
EBF1,CD74,110.0
EBF1,TSPAN14,105.0
EBF1,TACC3,101.0
EBF1,MYO5A,101.0
EBF1,DNAJC10,101.0
ELF1,EIF2S1,2838.0
ELF1,TAF12,2938.0
ELF1,GTF2F1,2680.0
ELF1,NUF2,2650.0
ELF1,TRMT6,2804.0
ELF1,CENPO,2374.0
ELF1,SEC23IP,2277.0
ELF1,GTF2H1,2363.0
ELF1,GARS,2438.0
ELF1,CDCA5,2456.0
ELF1,E2F4,2661.0
ELF1,RNF38,2456.0
ELF1,WDHD1,2540.0
ELF1,TFG,2617.0
ELF1,NUP107,1755.0
ELF1,STT3A,2381.0
ELF1,AURKA,2318.0
ELF1,NECAP2,2011.0
ELF1,DCAF13,2025.0
ELF1,CDCA3,2050.0
ELF1,CYBC1,1671.0
ELF1,HJURP,1972.0
ELF1,NUBP2,1768.0
ELF1,SLC25A46,2351.0
ELF1,TACC3,1890.0
ELF1,PNO1,2388.0
ELF1,MDN1,2401.0
ELF1,MOGS,2142.0
ELF1,SERPINB6A,1804.0
ELF1,EAF1,1620.0
ELF1,ZFP53,2248.0
ELF1,PSMC2,2122.0
ELF1,LONP2,1794.0
ELF1,CREBRF,1579.0
ELF1,PRELID3B,1869.0
ELF1,TXNDC11,2237.0
ELF1,AP1S2,2224.0
ELF1,HSPA4,1865.0
ELF1,FEM1A,1665.0
ELF1,ZDHHC6,1955.0
ELF1,TOP3B,2001.0
ELF1,CHORDC1,1727.0
ELF1,PIK3R2,1796.0
ELF1,GMIP,1920.0
ELF1,INCENP,1889.0
ELF1,OSTM1,1905.0
ELF1,MIEF1,1754.0
ELF1,GOLT1B,1714.0
ELF1,ELAC2,2010.0
ELF1,FOXRED1,1571.0
ELF1,GMCL1,1727.0
ELF1,SYNJ1,2209.0
ELF1,TRIM35,2189.0
ELF1,EIF2B1,1900.0
ELF1,RANGAP1,1655.0
ELF1,MAPKAPK3,1582.0
ELF1,ITSN1,1885.0
ELF1,PHB2,1445.0
ELF1,SLC35E1,1312.0
ELF1,RAD21,1639.0
ELF1,SF3B3,1464.0
ELF1,HSPH1,1849.0
ELF1,SZT2,2115.0
ELF1,ZFP24,1955.0
ELF1,MAD2L1,1519.0
ELF1,ETF1,1736.0
ELF1,MEIS1,2711.0
ELF1,MTMR4,1535.0
ELF1,TMEM184C,1636.0
ELF1,TUBGCP3,1807.0
ELF1,UBR7,1655.0
ELF1,MCM7,1774.0
ELF1,RNF4,1433.0
ELF1,IDH3A,1416.0
ELF1,WDR43,1366.0
ELF1,WDR55,1632.0
ELF1,HAT1,1538.0
ELF1,NCEH1,1600.0
ELF1,ATP13A1,1463.0
ELF1,PRKCH,1289.0
ELF1,MORC3,1343.0
ELF1,G6PDX,1282.0
ELF1,TMEM229B,1448.0
ELF1,NDUFA10,1484.0
ELF1,CLPTM1L,1855.0
ELF1,MARS,1360.0
ELF1,TXNIP,1356.0
ELF1,EEF1E1,1560.0
ELF1,IRF9,1441.0
ELF1,RFC5,1450.0
ELF1,GFM1,1878.0
ELF1,MYO1G,1490.0
ELF1,PIP4K2A,1179.0
ELF1,TOMM40,1507.0
ELF1,MTMR6,1409.0
ELF1,SNRNP200,1314.0
ELF1,CCDC137,1478.0
ELF1,CDC20,1282.0
ELF1,RAD51,1321.0
ELF1,PLAA,1302.0
ELF1,ACOX3,1232.0
ELF1,INTS13,1372.0
ELF1,NDUFV1,1517.0
ELF1,LRRC59,1723.0
ELF1,NEDD1,1376.0
ELF1,SERP1,1165.0
ELF1,OTUD4,1301.0
ELF1,NASP,1088.0
ELF1,PPM1G,1050.0
ELF1,TEX10,1262.0
ELF1,ZNRF2,1058.0
ELF1,NARS,1253.0
ELF1,PANX1,1182.0
ELF1,DPP8,1317.0
ELF1,NUDCD1,1138.0
ELF1,IMMT,1402.0
ELF1,FBXW11,1310.0
ELF1,FTSJ3,1120.0
ELF1,ZDHHC13,1109.0
ELF1,CDC45,1265.0
ELF1,SNRPB,1467.0
ELF1,SLC26A2,1254.0
ELF1,TOPORS,1019.0
ELF1,ACOX1,1792.0
ELF1,HARS,1334.0
ELF1,WDR4,1271.0
ELF1,HYOU1,796.0
ELF1,CLTC,853.0
ELF1,COLGALT1,790.0
ELF1,RRM1,1340.0
ELF1,CIP2A,1011.0
ELF1,NUP155,1548.0
ELF1,UTP4,1259.0
ELF1,PLIN3,862.0
ELF1,ZFP36,1082.0
ELF1,SAMD9L,863.0
ELF1,LYN,1768.0
ELF1,CENPK,1168.0
ELF1,CD48,1241.0
ELF1,GLRX5,993.0
ELF1,FUCA2,1343.0
ELF1,MIS12,1408.0
ELF1,TMEM33,938.0
ELF1,GMFB,1154.0
ELF1,NSUN2,1407.0
ELF1,KAT7,1223.0
ELF1,PSMD9,1041.0
ELF1,RELB,713.0
ELF1,SEH1L,1011.0
ELF1,MIS18BP1,1088.0
ELF1,THADA,800.0
ELF1,NDC80,1046.0
ELF1,NOL9,1109.0
ELF1,1700017B05RIK,1171.0
ELF1,FCER1G,1615.0
ELF1,CENPA,763.0
ELF1,CCL9,1607.0
ELF1,RPA2,917.0
ELF1,NOLC1,932.0
ELF1,ARL8B,1174.0
ELF1,SLC31A1,822.0
ELF1,CTR9,937.0
ELF1,TM6SF1,787.0
ELF1,TTF2,1245.0
ELF1,TMEM154,911.0
ELF1,TOMM70A,819.0
ELF1,CD274,729.0
ELF1,TIMM29,804.0
ELF1,STRAP,1060.0
ELF1,GLB1,1305.0
ELF1,QARS,786.0
ELF1,ARMT1,622.0
ELF1,MCM4,1019.0
ELF1,RTP4,783.0
ELF1,TCF19,1022.0
ELF1,ABL1,766.0
ELF1,CD82,693.0
ELF1,IDH1,1132.0
ELF1,MCM3,757.0
ELF1,REXO4,840.0
ELF1,MSH6,991.0
ELF1,PLD3,892.0
ELF1,ARHGEF39,1028.0
ELF1,LY9,845.0
ELF1,TCP11L2,760.0
ELF1,SLFN2,1049.0
ELF1,MTCH2,1176.0
ELF1,PPAT,765.0
ELF1,ME2,901.0
ELF1,FAM102B,711.0
ELF1,FRRS1,664.0
ELF1,DDX39,720.0
ELF1,TRMT11,1272.0
ELF1,ZFP35,906.0
ELF1,ASF1B,736.0
ELF1,DDX20,932.0
ELF1,PPP1R15A,835.0
ELF1,PHKB,1032.0
ELF1,NCAPG,775.0
ELF1,ANKRD44,628.0
ELF1,TLR4,1221.0
ELF1,NCLN,790.0
ELF1,DOCK10,619.0
ELF1,DNAJC5,816.0
ELF1,NOP2,732.0
ELF1,CKAP2L,519.0
ELF1,CDC6,563.0
ELF1,AHCYL1,760.0
ELF1,TESPA1,625.0
ELF1,GIMAP6,623.0
ELF1,OASL2,908.0
ELF1,RANBP3,596.0
ELF1,ATAD2,886.0
ELF1,CKS1B,706.0
ELF1,TENT5A,808.0
ELF1,EPAS1,480.0
ELF1,NFAT5,722.0
ELF1,PRMT7,838.0
ELF1,MRPL20,784.0
ELF1,ALDH18A1,518.0
ELF1,KNSTRN,524.0
ELF1,PPM1F,570.0
ELF1,RIN3,868.0
ELF1,SIRPA,1054.0
ELF1,ATP8B4,1054.0
ELF1,ABHD17B,728.0
ELF1,TMEM206,474.0
ELF1,JUN,537.0
ELF1,WDR5,957.0
ELF1,DNAJC11,585.0
ELF1,SPCS3,864.0
ELF1,PWP2,622.0
ELF1,MTHFD1,655.0
ELF1,STT3B,543.0
ELF1,RARS,627.0
ELF1,CUL3,678.0
ELF1,TPX2,500.0
ELF1,CLN5,572.0
ELF1,REL,516.0
ELF1,BYSL,387.0
ELF1,PPP1CB,465.0
ELF1,PSEN1,573.0
ELF1,HNRNPAB,560.0
ELF1,ATG12,765.0
ELF1,AP3S1,765.0
ELF1,PRODH,984.0
ELF1,TBC1D5,850.0
ELF1,SLC25A38,454.0
ELF1,COPB1,753.0
ELF1,ATAD1,494.0
ELF1,GOLPH3,552.0
ELF1,SHISA5,596.0
ELF1,MAPK1,696.0
ELF1,PFKFB3,643.0
ELF1,ARHGAP15,414.0
ELF1,IFI209,437.0
ELF1,MGAT1,653.0
ELF1,RPRD1B,430.0
ELF1,GBP7,461.0
ELF1,PPID,760.0
ELF1,KIF22,638.0
ELF1,ICAM1,766.0
ELF1,EFTUD2,627.0
ELF1,OTUD6B,500.0
ELF1,FAM76B,631.0
ELF1,MFSD10,762.0
ELF1,MCM6,544.0
ELF1,SMARCA2,717.0
ELF1,TBC1D9B,530.0
ELF1,GIMAP8,501.0
ELF1,UMPS,408.0
ELF1,ARL6IP6,644.0
ELF1,ADSL,575.0
ELF1,NAA50,557.0
ELF1,VKORC1L1,553.0
ELF1,CYP4V3,859.0
ELF1,NUP93,645.0
ELF1,NDUFS1,590.0
ELF1,IKZF1,418.0
ELF1,NDC1,505.0
ELF1,EDEM1,451.0
ELF1,SDF2L1,705.0
ELF1,E2F8,844.0
ELF1,RGS19,404.0
ELF1,BID,595.0
ELF1,HNRNPLL,730.0
ELF1,TES,339.0
ELF1,PFKP,826.0
ELF1,NFAM1,819.0
ELF1,DUS1L,564.0
ELF1,TECPR1,484.0
ELF1,GALNT6,593.0
ELF1,ZFP322A,675.0
ELF1,ZFAND5,447.0
ELF1,CENPE,374.0
ELF1,KIF20B,422.0
ELF1,PRKCD,469.0
ELF1,ABCE1,506.0
ELF1,MLKL,783.0
ELF1,YPEL3,578.0
ELF1,TOR3A,779.0
ELF1,PHF5A,381.0
ELF1,CDK18,774.0
ELF1,HASPIN,576.0
ELF1,GPR160,773.0
ELF1,CBFB,574.0
ELF1,SGO1,593.0
ELF1,ACLY,294.0
ELF1,GPRASP1,650.0
ELF1,SLC35A4,431.0
ELF1,PRPS2,423.0
ELF1,PDIA4,408.0
ELF1,PSME4,481.0
ELF1,PIDD1,726.0
ELF1,ECT2,362.0
ELF1,PRIM2,313.0
ELF1,TBC1D10C,287.0
ELF1,FASTKD2,450.0
ELF1,FBXO5,284.0
ELF1,MFSD1,703.0
ELF1,RGS1,362.0
ELF1,MCM10,698.0
ELF1,ISYNA1,466.0
ELF1,UAP1,440.0
ELF1,9430015G10RIK,535.0
ELF1,MR1,503.0
ELF1,SPIDR,441.0
ELF1,PTDSS1,681.0
ELF1,CEP55,505.0
ELF1,SLC39A6,459.0
ELF1,PRPF4,517.0
ELF1,ELP2,459.0
ELF1,PTPN7,404.0
ELF1,PSME3,319.0
ELF1,NCAPD2,428.0
ELF1,TARS,654.0
ELF1,SRSF1,516.0
ELF1,XRCC6,368.0
ELF1,GALNS,641.0
ELF1,CENPF,423.0
ELF1,SELENBP1,637.0
ELF1,STAT2,449.0
ELF1,SSH3,627.0
ELF1,OSBPL8,296.0
ELF1,XPC,329.0
ELF1,UBA2,619.0
ELF1,RPAP1,460.0
ELF1,AKNA,374.0
ELF1,CSF2RB,618.0
ELF1,SLC28A2,408.0
ELF1,MKI67,616.0
ELF1,GPR65,427.0
ELF1,NUSAP1,478.0
ELF1,DDX21,500.0
ELF1,RTEL1,372.0
ELF1,TMEM173,222.0
